index,dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
123688,1954-03-01,20.286,0.238,Lahore,Pakistan,31.35N,73.51E
123689,1954-04-01,26.613000000000003,0.426,Lahore,Pakistan,31.35N,73.51E
123690,1954-05-01,32.805,0.217,Lahore,Pakistan,31.35N,73.51E
123691,1954-06-01,34.593,0.547,Lahore,Pakistan,31.35N,73.51E
123692,1954-07-01,32.666,0.412,Lahore,Pakistan,31.35N,73.51E
123693,1954-08-01,32.94,0.403,Lahore,Pakistan,31.35N,73.51E
123694,1954-09-01,30.183000000000003,0.173,Lahore,Pakistan,31.35N,73.51E
123695,1954-10-01,23.705,0.317,Lahore,Pakistan,31.35N,73.51E
123696,1954-11-01,18.794,0.175,Lahore,Pakistan,31.35N,73.51E
123697,1954-12-01,13.219,0.181,Lahore,Pakistan,31.35N,73.51E
123698,1955-01-01,11.83,0.373,Lahore,Pakistan,31.35N,73.51E
123699,1955-02-01,16.253,0.334,Lahore,Pakistan,31.35N,73.51E
123700,1955-03-01,22.041,0.3,Lahore,Pakistan,31.35N,73.51E
123701,1955-04-01,24.726,0.218,Lahore,Pakistan,31.35N,73.51E
123702,1955-05-01,28.681,0.425,Lahore,Pakistan,31.35N,73.51E
123703,1955-06-01,35.015,0.294,Lahore,Pakistan,31.35N,73.51E
123704,1955-07-01,32.944,0.415,Lahore,Pakistan,31.35N,73.51E
123705,1955-08-01,30.918000000000003,0.182,Lahore,Pakistan,31.35N,73.51E
123706,1955-09-01,29.82,0.253,Lahore,Pakistan,31.35N,73.51E
123707,1955-10-01,24.204,0.355,Lahore,Pakistan,31.35N,73.51E
123708,1955-11-01,18.869,0.2,Lahore,Pakistan,31.35N,73.51E
123709,1955-12-01,14.001,0.266,Lahore,Pakistan,31.35N,73.51E
123710,1956-01-01,12.207,0.266,Lahore,Pakistan,31.35N,73.51E
123711,1956-02-01,15.587,0.305,Lahore,Pakistan,31.35N,73.51E
123712,1956-03-01,19.852,0.356,Lahore,Pakistan,31.35N,73.51E
123713,1956-04-01,26.735,0.245,Lahore,Pakistan,31.35N,73.51E
123714,1956-05-01,34.289,0.459,Lahore,Pakistan,31.35N,73.51E
123715,1956-06-01,33.813,0.226,Lahore,Pakistan,31.35N,73.51E
123716,1956-07-01,30.555,0.299,Lahore,Pakistan,31.35N,73.51E
123717,1956-08-01,30.291,0.308,Lahore,Pakistan,31.35N,73.51E
123718,1956-09-01,30.899,0.387,Lahore,Pakistan,31.35N,73.51E
123719,1956-10-01,24.245,0.234,Lahore,Pakistan,31.35N,73.51E
123720,1956-11-01,18.103,0.38,Lahore,Pakistan,31.35N,73.51E
123721,1956-12-01,13.735,0.314,Lahore,Pakistan,31.35N,73.51E
123722,1957-01-01,11.37,0.352,Lahore,Pakistan,31.35N,73.51E
123723,1957-02-01,13.644,0.376,Lahore,Pakistan,31.35N,73.51E
123724,1957-03-01,19.451,0.257,Lahore,Pakistan,31.35N,73.51E
123725,1957-04-01,23.881,0.348,Lahore,Pakistan,31.35N,73.51E
123726,1957-05-01,28.498,0.299,Lahore,Pakistan,31.35N,73.51E
123727,1957-06-01,33.121,0.578,Lahore,Pakistan,31.35N,73.51E
123728,1957-07-01,33.549,0.49,Lahore,Pakistan,31.35N,73.51E
123729,1957-08-01,30.835,0.588,Lahore,Pakistan,31.35N,73.51E
123730,1957-09-01,29.504,0.342,Lahore,Pakistan,31.35N,73.51E
123731,1957-10-01,25.272,0.438,Lahore,Pakistan,31.35N,73.51E
123732,1957-11-01,18.728,0.389,Lahore,Pakistan,31.35N,73.51E
123733,1957-12-01,13.531,0.281,Lahore,Pakistan,31.35N,73.51E
123734,1958-01-01,13.890999999999998,0.439,Lahore,Pakistan,31.35N,73.51E
123735,1958-02-01,15.125,0.408,Lahore,Pakistan,31.35N,73.51E
123736,1958-03-01,21.127,0.331,Lahore,Pakistan,31.35N,73.51E
123737,1958-04-01,28.88,0.199,Lahore,Pakistan,31.35N,73.51E
123738,1958-05-01,31.126,0.304,Lahore,Pakistan,31.35N,73.51E
123739,1958-06-01,34.602000000000004,0.517,Lahore,Pakistan,31.35N,73.51E
123740,1958-07-01,32.571,0.383,Lahore,Pakistan,31.35N,73.51E
123741,1958-08-01,31.648000000000003,0.43,Lahore,Pakistan,31.35N,73.51E
123742,1958-09-01,29.043000000000003,0.354,Lahore,Pakistan,31.35N,73.51E
123743,1958-10-01,25.234,0.251,Lahore,Pakistan,31.35N,73.51E
123744,1958-11-01,18.871,0.377,Lahore,Pakistan,31.35N,73.51E
123745,1958-12-01,14.220999999999998,0.305,Lahore,Pakistan,31.35N,73.51E
123746,1959-01-01,11.909,0.262,Lahore,Pakistan,31.35N,73.51E
123747,1959-02-01,13.505,0.178,Lahore,Pakistan,31.35N,73.51E
123748,1959-03-01,21.247,0.278,Lahore,Pakistan,31.35N,73.51E
123749,1959-04-01,26.552,0.288,Lahore,Pakistan,31.35N,73.51E
123750,1959-05-01,30.633000000000003,0.163,Lahore,Pakistan,31.35N,73.51E
123751,1959-06-01,35.18,0.268,Lahore,Pakistan,31.35N,73.51E
123752,1959-07-01,31.567,0.289,Lahore,Pakistan,31.35N,73.51E
123753,1959-08-01,31.264,0.185,Lahore,Pakistan,31.35N,73.51E
123754,1959-09-01,30.255,0.395,Lahore,Pakistan,31.35N,73.51E
123755,1959-10-01,26.822,0.304,Lahore,Pakistan,31.35N,73.51E
123756,1959-11-01,18.782,0.305,Lahore,Pakistan,31.35N,73.51E
123757,1959-12-01,13.755999999999998,0.217,Lahore,Pakistan,31.35N,73.51E
123758,1960-01-01,11.566,0.408,Lahore,Pakistan,31.35N,73.51E
123759,1960-02-01,17.863999999999994,0.306,Lahore,Pakistan,31.35N,73.51E
123760,1960-03-01,19.014,0.371,Lahore,Pakistan,31.35N,73.51E
123761,1960-04-01,24.26,0.342,Lahore,Pakistan,31.35N,73.51E
123762,1960-05-01,31.36,0.616,Lahore,Pakistan,31.35N,73.51E
123763,1960-06-01,34.779,0.405,Lahore,Pakistan,31.35N,73.51E
123764,1960-07-01,32.264,0.249,Lahore,Pakistan,31.35N,73.51E
123765,1960-08-01,32.162,0.528,Lahore,Pakistan,31.35N,73.51E
123766,1960-09-01,30.951,0.156,Lahore,Pakistan,31.35N,73.51E
123767,1960-10-01,25.526,0.192,Lahore,Pakistan,31.35N,73.51E
123768,1960-11-01,18.394,0.295,Lahore,Pakistan,31.35N,73.51E
123769,1960-12-01,13.225,0.146,Lahore,Pakistan,31.35N,73.51E
123770,1961-01-01,12.744000000000002,0.351,Lahore,Pakistan,31.35N,73.51E
123771,1961-02-01,12.912,0.255,Lahore,Pakistan,31.35N,73.51E
123772,1961-03-01,20.338,0.329,Lahore,Pakistan,31.35N,73.51E
123773,1961-04-01,25.222,0.4270000000000001,Lahore,Pakistan,31.35N,73.51E
123774,1961-05-01,31.237,0.423,Lahore,Pakistan,31.35N,73.51E
123775,1961-06-01,34.159000000000006,0.436,Lahore,Pakistan,31.35N,73.51E
123776,1961-07-01,32.501999999999995,0.355,Lahore,Pakistan,31.35N,73.51E
123777,1961-08-01,31.442,0.159,Lahore,Pakistan,31.35N,73.51E
123778,1961-09-01,30.779,0.138,Lahore,Pakistan,31.35N,73.51E
123779,1961-10-01,25.023000000000003,0.269,Lahore,Pakistan,31.35N,73.51E
123780,1961-11-01,17.144000000000002,0.199,Lahore,Pakistan,31.35N,73.51E
123781,1961-12-01,11.979,0.274,Lahore,Pakistan,31.35N,73.51E
123782,1962-01-01,11.557,0.238,Lahore,Pakistan,31.35N,73.51E
123783,1962-02-01,15.458,0.308,Lahore,Pakistan,31.35N,73.51E
123784,1962-03-01,19.959,0.268,Lahore,Pakistan,31.35N,73.51E
123785,1962-04-01,26.929,0.418,Lahore,Pakistan,31.35N,73.51E
123786,1962-05-01,31.163,0.237,Lahore,Pakistan,31.35N,73.51E
123787,1962-06-01,34.439,0.389,Lahore,Pakistan,31.35N,73.51E
123788,1962-07-01,32.919999999999995,0.302,Lahore,Pakistan,31.35N,73.51E
123789,1962-08-01,31.687,0.38,Lahore,Pakistan,31.35N,73.51E
123790,1962-09-01,28.732,0.329,Lahore,Pakistan,31.35N,73.51E
123791,1962-10-01,24.451,0.302,Lahore,Pakistan,31.35N,73.51E
123792,1962-11-01,18.097,0.252,Lahore,Pakistan,31.35N,73.51E
123793,1962-12-01,12.693,0.265,Lahore,Pakistan,31.35N,73.51E
123794,1963-01-01,11.859000000000002,0.5329999999999999,Lahore,Pakistan,31.35N,73.51E
123795,1963-02-01,17.02,0.22,Lahore,Pakistan,31.35N,73.51E
123796,1963-03-01,19.935,0.359,Lahore,Pakistan,31.35N,73.51E
123797,1963-04-01,25.61,0.242,Lahore,Pakistan,31.35N,73.51E
123798,1963-05-01,29.563,0.273,Lahore,Pakistan,31.35N,73.51E
123799,1963-06-01,34.918000000000006,0.35,Lahore,Pakistan,31.35N,73.51E
123800,1963-07-01,33.757,0.351,Lahore,Pakistan,31.35N,73.51E
123801,1963-08-01,31.798,0.228,Lahore,Pakistan,31.35N,73.51E
123802,1963-09-01,29.876,0.208,Lahore,Pakistan,31.35N,73.51E
123803,1963-10-01,26.753,0.148,Lahore,Pakistan,31.35N,73.51E
123804,1963-11-01,19.584,0.279,Lahore,Pakistan,31.35N,73.51E
123805,1963-12-01,13.612,0.403,Lahore,Pakistan,31.35N,73.51E
123806,1964-01-01,9.864,0.246,Lahore,Pakistan,31.35N,73.51E
123807,1964-02-01,14.326,0.178,Lahore,Pakistan,31.35N,73.51E
123808,1964-03-01,22.042,0.208,Lahore,Pakistan,31.35N,73.51E
123809,1964-04-01,27.099,0.145,Lahore,Pakistan,31.35N,73.51E
123810,1964-05-01,30.234,0.34,Lahore,Pakistan,31.35N,73.51E
123811,1964-06-01,33.917,0.298,Lahore,Pakistan,31.35N,73.51E
123812,1964-07-01,31.311,0.205,Lahore,Pakistan,31.35N,73.51E
123813,1964-08-01,31.424,0.589,Lahore,Pakistan,31.35N,73.51E
123814,1964-09-01,29.661,0.233,Lahore,Pakistan,31.35N,73.51E
123815,1964-10-01,24.762,0.49,Lahore,Pakistan,31.35N,73.51E
123816,1964-11-01,17.752,0.154,Lahore,Pakistan,31.35N,73.51E
123817,1964-12-01,12.946,0.185,Lahore,Pakistan,31.35N,73.51E
123818,1965-01-01,14.035,0.186,Lahore,Pakistan,31.35N,73.51E
123819,1965-02-01,14.795,0.262,Lahore,Pakistan,31.35N,73.51E
123820,1965-03-01,19.86,0.478,Lahore,Pakistan,31.35N,73.51E
123821,1965-04-01,23.083,0.289,Lahore,Pakistan,31.35N,73.51E
123822,1965-05-01,29.08,0.333,Lahore,Pakistan,31.35N,73.51E
123823,1965-06-01,34.312000000000005,0.63,Lahore,Pakistan,31.35N,73.51E
123824,1965-07-01,32.038000000000004,0.288,Lahore,Pakistan,31.35N,73.51E
123825,1965-08-01,30.862,0.165,Lahore,Pakistan,31.35N,73.51E
123826,1965-09-01,30.33,0.113,Lahore,Pakistan,31.35N,73.51E
123827,1965-10-01,26.351,0.439,Lahore,Pakistan,31.35N,73.51E
123828,1965-11-01,20.407,0.409,Lahore,Pakistan,31.35N,73.51E
123829,1965-12-01,12.714,0.246,Lahore,Pakistan,31.35N,73.51E
123830,1966-01-01,13.338,0.168,Lahore,Pakistan,31.35N,73.51E
123831,1966-02-01,17.201,0.374,Lahore,Pakistan,31.35N,73.51E
123832,1966-03-01,20.46,0.385,Lahore,Pakistan,31.35N,73.51E
123833,1966-04-01,24.943,0.295,Lahore,Pakistan,31.35N,73.51E
123834,1966-05-01,30.71,0.593,Lahore,Pakistan,31.35N,73.51E
123835,1966-06-01,33.693000000000005,0.226,Lahore,Pakistan,31.35N,73.51E
123836,1966-07-01,32.193000000000005,0.258,Lahore,Pakistan,31.35N,73.51E
123837,1966-08-01,31.526,0.237,Lahore,Pakistan,31.35N,73.51E
123838,1966-09-01,28.698,0.722,Lahore,Pakistan,31.35N,73.51E
123839,1966-10-01,25.053,0.444,Lahore,Pakistan,31.35N,73.51E
123840,1966-11-01,17.814,0.272,Lahore,Pakistan,31.35N,73.51E
123841,1966-12-01,12.246,0.186,Lahore,Pakistan,31.35N,73.51E
123842,1967-01-01,11.133,0.211,Lahore,Pakistan,31.35N,73.51E
123843,1967-02-01,16.660999999999998,0.308,Lahore,Pakistan,31.35N,73.51E
123844,1967-03-01,19.081,0.329,Lahore,Pakistan,31.35N,73.51E
123845,1967-04-01,25.056,0.31,Lahore,Pakistan,31.35N,73.51E
123846,1967-05-01,30.107,0.343,Lahore,Pakistan,31.35N,73.51E
123847,1967-06-01,34.689,0.455,Lahore,Pakistan,31.35N,73.51E
123848,1967-07-01,32.753,0.242,Lahore,Pakistan,31.35N,73.51E
123849,1967-08-01,31.012,0.329,Lahore,Pakistan,31.35N,73.51E
123850,1967-09-01,30.119,0.295,Lahore,Pakistan,31.35N,73.51E
123851,1967-10-01,24.419,0.368,Lahore,Pakistan,31.35N,73.51E
123852,1967-11-01,18.774,0.216,Lahore,Pakistan,31.35N,73.51E
123853,1967-12-01,13.174,0.418,Lahore,Pakistan,31.35N,73.51E
123854,1968-01-01,10.977,0.281,Lahore,Pakistan,31.35N,73.51E
123855,1968-02-01,12.983,0.27,Lahore,Pakistan,31.35N,73.51E
123856,1968-03-01,20.065,0.141,Lahore,Pakistan,31.35N,73.51E
123857,1968-04-01,26.073,0.272,Lahore,Pakistan,31.35N,73.51E
123858,1968-05-01,29.607,0.306,Lahore,Pakistan,31.35N,73.51E
123859,1968-06-01,34.64700000000001,0.325,Lahore,Pakistan,31.35N,73.51E
123860,1968-07-01,32.253,0.246,Lahore,Pakistan,31.35N,73.51E
123861,1968-08-01,31.495,0.434,Lahore,Pakistan,31.35N,73.51E
123862,1968-09-01,31.201,0.293,Lahore,Pakistan,31.35N,73.51E
123863,1968-10-01,24.659,0.19,Lahore,Pakistan,31.35N,73.51E
123864,1968-11-01,19.077,0.27,Lahore,Pakistan,31.35N,73.51E
123865,1968-12-01,13.615,0.239,Lahore,Pakistan,31.35N,73.51E
123866,1969-01-01,12.27,0.139,Lahore,Pakistan,31.35N,73.51E
123867,1969-02-01,14.932,0.288,Lahore,Pakistan,31.35N,73.51E
123868,1969-03-01,22.75,0.155,Lahore,Pakistan,31.35N,73.51E
123869,1969-04-01,25.498,0.368,Lahore,Pakistan,31.35N,73.51E
123870,1969-05-01,29.715,0.33,Lahore,Pakistan,31.35N,73.51E
123871,1969-06-01,35.017,0.271,Lahore,Pakistan,31.35N,73.51E
123872,1969-07-01,33.059,0.252,Lahore,Pakistan,31.35N,73.51E
123873,1969-08-01,31.697,0.257,Lahore,Pakistan,31.35N,73.51E
123874,1969-09-01,30.077,0.208,Lahore,Pakistan,31.35N,73.51E
123875,1969-10-01,26.389,0.144,Lahore,Pakistan,31.35N,73.51E
123876,1969-11-01,20.14,0.172,Lahore,Pakistan,31.35N,73.51E
123877,1969-12-01,14.399,0.278,Lahore,Pakistan,31.35N,73.51E
123878,1970-01-01,12.644,0.263,Lahore,Pakistan,31.35N,73.51E
123879,1970-02-01,14.853,0.228,Lahore,Pakistan,31.35N,73.51E
123880,1970-03-01,19.688,0.269,Lahore,Pakistan,31.35N,73.51E
123881,1970-04-01,28.044,0.368,Lahore,Pakistan,31.35N,73.51E
123882,1970-05-01,32.745,0.375,Lahore,Pakistan,31.35N,73.51E
123883,1970-06-01,34.134,0.459,Lahore,Pakistan,31.35N,73.51E
123884,1970-07-01,33.410999999999994,0.564,Lahore,Pakistan,31.35N,73.51E
123885,1970-08-01,31.535,0.255,Lahore,Pakistan,31.35N,73.51E
123886,1970-09-01,30.399,0.322,Lahore,Pakistan,31.35N,73.51E
123887,1970-10-01,26.452,0.261,Lahore,Pakistan,31.35N,73.51E
123888,1970-11-01,18.571,0.096,Lahore,Pakistan,31.35N,73.51E
123889,1970-12-01,14.038,0.244,Lahore,Pakistan,31.35N,73.51E
123890,1971-01-01,11.462,0.298,Lahore,Pakistan,31.35N,73.51E
123891,1971-02-01,15.407,0.391,Lahore,Pakistan,31.35N,73.51E
123892,1971-03-01,21.045,0.189,Lahore,Pakistan,31.35N,73.51E
123893,1971-04-01,27.958,0.466,Lahore,Pakistan,31.35N,73.51E
123894,1971-05-01,31.308000000000003,0.384,Lahore,Pakistan,31.35N,73.51E
123895,1971-06-01,34.027,0.227,Lahore,Pakistan,31.35N,73.51E
123896,1971-07-01,31.76,0.275,Lahore,Pakistan,31.35N,73.51E
123897,1971-08-01,31.257,0.391,Lahore,Pakistan,31.35N,73.51E
123898,1971-09-01,29.242,0.219,Lahore,Pakistan,31.35N,73.51E
123899,1971-10-01,25.378,0.216,Lahore,Pakistan,31.35N,73.51E
123900,1971-11-01,19.606,0.206,Lahore,Pakistan,31.35N,73.51E
123901,1971-12-01,14.414,0.158,Lahore,Pakistan,31.35N,73.51E
123902,1972-01-01,12.523,0.349,Lahore,Pakistan,31.35N,73.51E
123903,1972-02-01,12.421,0.228,Lahore,Pakistan,31.35N,73.51E
123904,1972-03-01,20.784,0.316,Lahore,Pakistan,31.35N,73.51E
123905,1972-04-01,25.28,0.411,Lahore,Pakistan,31.35N,73.51E
123906,1972-05-01,31.571,0.38,Lahore,Pakistan,31.35N,73.51E
123907,1972-06-01,34.712,0.317,Lahore,Pakistan,31.35N,73.51E
123908,1972-07-01,32.602,0.477,Lahore,Pakistan,31.35N,73.51E
123909,1972-08-01,31.227,0.313,Lahore,Pakistan,31.35N,73.51E
123910,1972-09-01,29.222,0.174,Lahore,Pakistan,31.35N,73.51E
123911,1972-10-01,24.538,0.354,Lahore,Pakistan,31.35N,73.51E
123912,1972-11-01,19.734,0.286,Lahore,Pakistan,31.35N,73.51E
123913,1972-12-01,14.145,0.417,Lahore,Pakistan,31.35N,73.51E
123914,1973-01-01,11.897,0.388,Lahore,Pakistan,31.35N,73.51E
123915,1973-02-01,16.078,0.365,Lahore,Pakistan,31.35N,73.51E
123916,1973-03-01,19.656,0.279,Lahore,Pakistan,31.35N,73.51E
123917,1973-04-01,27.837,0.171,Lahore,Pakistan,31.35N,73.51E
123918,1973-05-01,32.321,0.279,Lahore,Pakistan,31.35N,73.51E
123919,1973-06-01,34.857,0.311,Lahore,Pakistan,31.35N,73.51E
123920,1973-07-01,32.14,0.452,Lahore,Pakistan,31.35N,73.51E
123921,1973-08-01,30.433000000000003,0.71,Lahore,Pakistan,31.35N,73.51E
123922,1973-09-01,30.957,0.251,Lahore,Pakistan,31.35N,73.51E
123923,1973-10-01,25.045,0.409,Lahore,Pakistan,31.35N,73.51E
123924,1973-11-01,18.831,0.269,Lahore,Pakistan,31.35N,73.51E
123925,1973-12-01,11.992,0.319,Lahore,Pakistan,31.35N,73.51E
123926,1974-01-01,11.879,0.5379999999999999,Lahore,Pakistan,31.35N,73.51E
123927,1974-02-01,13.315,0.541,Lahore,Pakistan,31.35N,73.51E
123928,1974-03-01,21.857,0.24,Lahore,Pakistan,31.35N,73.51E
123929,1974-04-01,28.161,0.154,Lahore,Pakistan,31.35N,73.51E
123930,1974-05-01,31.421,0.239,Lahore,Pakistan,31.35N,73.51E
123931,1974-06-01,32.697,0.7140000000000001,Lahore,Pakistan,31.35N,73.51E
123932,1974-07-01,32.227999999999994,0.369,Lahore,Pakistan,31.35N,73.51E
123933,1974-08-01,32.082,0.487,Lahore,Pakistan,31.35N,73.51E
123934,1974-09-01,30.848000000000003,0.468,Lahore,Pakistan,31.35N,73.51E
123935,1974-10-01,24.54,0.485,Lahore,Pakistan,31.35N,73.51E
123936,1974-11-01,18.437,0.349,Lahore,Pakistan,31.35N,73.51E
123937,1974-12-01,12.267,0.262,Lahore,Pakistan,31.35N,73.51E
123938,1975-01-01,11.625,0.294,Lahore,Pakistan,31.35N,73.51E
123939,1975-02-01,13.236,0.332,Lahore,Pakistan,31.35N,73.51E
123940,1975-03-01,19.115,0.211,Lahore,Pakistan,31.35N,73.51E
123941,1975-04-01,25.968000000000004,0.475,Lahore,Pakistan,31.35N,73.51E
123942,1975-05-01,31.709,0.481,Lahore,Pakistan,31.35N,73.51E
123943,1975-06-01,33.126999999999995,0.535,Lahore,Pakistan,31.35N,73.51E
123944,1975-07-01,30.924,0.241,Lahore,Pakistan,31.35N,73.51E
123945,1975-08-01,31.033,0.19,Lahore,Pakistan,31.35N,73.51E
123946,1975-09-01,29.122,0.278,Lahore,Pakistan,31.35N,73.51E
123947,1975-10-01,25.87,0.339,Lahore,Pakistan,31.35N,73.51E
123948,1975-11-01,17.878999999999994,0.387,Lahore,Pakistan,31.35N,73.51E
123949,1975-12-01,14.118,0.38,Lahore,Pakistan,31.35N,73.51E
123950,1976-01-01,12.664,0.527,Lahore,Pakistan,31.35N,73.51E
123951,1976-02-01,14.819,0.256,Lahore,Pakistan,31.35N,73.51E
123952,1976-03-01,18.797,0.406,Lahore,Pakistan,31.35N,73.51E
123953,1976-04-01,25.502,0.097,Lahore,Pakistan,31.35N,73.51E
123954,1976-05-01,31.684,0.394,Lahore,Pakistan,31.35N,73.51E
123955,1976-06-01,32.599000000000004,0.373,Lahore,Pakistan,31.35N,73.51E
123956,1976-07-01,32.404999999999994,0.174,Lahore,Pakistan,31.35N,73.51E
123957,1976-08-01,29.527,0.249,Lahore,Pakistan,31.35N,73.51E
123958,1976-09-01,29.163,0.48,Lahore,Pakistan,31.35N,73.51E
123959,1976-10-01,25.625,0.138,Lahore,Pakistan,31.35N,73.51E
123960,1976-11-01,18.997,0.638,Lahore,Pakistan,31.35N,73.51E
123961,1976-12-01,13.423,0.306,Lahore,Pakistan,31.35N,73.51E
123962,1977-01-01,11.781,0.155,Lahore,Pakistan,31.35N,73.51E
123963,1977-02-01,15.300999999999998,0.317,Lahore,Pakistan,31.35N,73.51E
123964,1977-03-01,22.177,0.698,Lahore,Pakistan,31.35N,73.51E
123965,1977-04-01,26.204,0.293,Lahore,Pakistan,31.35N,73.51E
123966,1977-05-01,29.609,0.477,Lahore,Pakistan,31.35N,73.51E
123967,1977-06-01,32.690000000000005,0.504,Lahore,Pakistan,31.35N,73.51E
123968,1977-07-01,31.563,0.237,Lahore,Pakistan,31.35N,73.51E
123969,1977-08-01,31.485,0.425,Lahore,Pakistan,31.35N,73.51E
123970,1977-09-01,29.257,0.397,Lahore,Pakistan,31.35N,73.51E
123971,1977-10-01,26.144,0.26,Lahore,Pakistan,31.35N,73.51E
123972,1977-11-01,21.018,0.217,Lahore,Pakistan,31.35N,73.51E
123973,1977-12-01,14.640999999999998,0.517,Lahore,Pakistan,31.35N,73.51E
123974,1978-01-01,11.521,0.192,Lahore,Pakistan,31.35N,73.51E
123975,1978-02-01,14.27,0.246,Lahore,Pakistan,31.35N,73.51E
123976,1978-03-01,18.322,0.238,Lahore,Pakistan,31.35N,73.51E
123977,1978-04-01,26.729,0.29,Lahore,Pakistan,31.35N,73.51E
123978,1978-05-01,34.525,0.158,Lahore,Pakistan,31.35N,73.51E
123979,1978-06-01,35.032000000000004,0.33,Lahore,Pakistan,31.35N,73.51E
123980,1978-07-01,30.473000000000003,0.238,Lahore,Pakistan,31.35N,73.51E
123981,1978-08-01,31.459,0.408,Lahore,Pakistan,31.35N,73.51E
123982,1978-09-01,29.834,0.419,Lahore,Pakistan,31.35N,73.51E
123983,1978-10-01,25.699,0.282,Lahore,Pakistan,31.35N,73.51E
123984,1978-11-01,19.255,0.345,Lahore,Pakistan,31.35N,73.51E
123985,1978-12-01,14.374,0.221,Lahore,Pakistan,31.35N,73.51E
123986,1979-01-01,13.054,0.241,Lahore,Pakistan,31.35N,73.51E
123987,1979-02-01,14.709,0.244,Lahore,Pakistan,31.35N,73.51E
123988,1979-03-01,18.335,0.333,Lahore,Pakistan,31.35N,73.51E
123989,1979-04-01,27.64,0.333,Lahore,Pakistan,31.35N,73.51E
123990,1979-05-01,29.65,0.343,Lahore,Pakistan,31.35N,73.51E
123991,1979-06-01,34.575,0.127,Lahore,Pakistan,31.35N,73.51E
123992,1979-07-01,33.009,0.277,Lahore,Pakistan,31.35N,73.51E
123993,1979-08-01,31.852,0.422,Lahore,Pakistan,31.35N,73.51E
123994,1979-09-01,29.116,0.208,Lahore,Pakistan,31.35N,73.51E
123995,1979-10-01,26.097,0.219,Lahore,Pakistan,31.35N,73.51E
123996,1979-11-01,19.934,0.502,Lahore,Pakistan,31.35N,73.51E
123997,1979-12-01,14.751,0.256,Lahore,Pakistan,31.35N,73.51E
123998,1980-01-01,12.431,0.148,Lahore,Pakistan,31.35N,73.51E
123999,1980-02-01,15.871,0.278,Lahore,Pakistan,31.35N,73.51E
124000,1980-03-01,19.207,0.338,Lahore,Pakistan,31.35N,73.51E
124001,1980-04-01,28.202,0.246,Lahore,Pakistan,31.35N,73.51E
124002,1980-05-01,33.623999999999995,0.313,Lahore,Pakistan,31.35N,73.51E
124003,1980-06-01,34.588,0.303,Lahore,Pakistan,31.35N,73.51E
124004,1980-07-01,32.373000000000005,0.386,Lahore,Pakistan,31.35N,73.51E
124005,1980-08-01,31.851,0.506,Lahore,Pakistan,31.35N,73.51E
124006,1980-09-01,30.185,0.508,Lahore,Pakistan,31.35N,73.51E
124007,1980-10-01,26.173,0.3229999999999999,Lahore,Pakistan,31.35N,73.51E
124008,1980-11-01,19.442,0.39,Lahore,Pakistan,31.35N,73.51E
124009,1980-12-01,14.265999999999998,0.536,Lahore,Pakistan,31.35N,73.51E
124010,1981-01-01,12.818,0.237,Lahore,Pakistan,31.35N,73.51E
124011,1981-02-01,15.83,0.273,Lahore,Pakistan,31.35N,73.51E
124012,1981-03-01,19.773,0.417,Lahore,Pakistan,31.35N,73.51E
124013,1981-04-01,27.234,0.654,Lahore,Pakistan,31.35N,73.51E
124014,1981-05-01,32.623999999999995,0.7190000000000001,Lahore,Pakistan,31.35N,73.51E
124015,1981-06-01,34.887,0.636,Lahore,Pakistan,31.35N,73.51E
124016,1981-07-01,31.863,0.428,Lahore,Pakistan,31.35N,73.51E
124017,1981-08-01,32.007,0.667,Lahore,Pakistan,31.35N,73.51E
124018,1981-09-01,30.858,0.353,Lahore,Pakistan,31.35N,73.51E
124019,1981-10-01,25.03,0.458,Lahore,Pakistan,31.35N,73.51E
124020,1981-11-01,18.636,0.412,Lahore,Pakistan,31.35N,73.51E
124021,1981-12-01,13.942,0.321,Lahore,Pakistan,31.35N,73.51E
124022,1982-01-01,12.834,0.31,Lahore,Pakistan,31.35N,73.51E
124023,1982-02-01,13.326,0.513,Lahore,Pakistan,31.35N,73.51E
124024,1982-03-01,17.471,0.352,Lahore,Pakistan,31.35N,73.51E
124025,1982-04-01,25.27,0.48,Lahore,Pakistan,31.35N,73.51E
124026,1982-05-01,29.221,0.926,Lahore,Pakistan,31.35N,73.51E
124027,1982-06-01,34.131,0.511,Lahore,Pakistan,31.35N,73.51E
124028,1982-07-01,34.141,0.457,Lahore,Pakistan,31.35N,73.51E
124029,1982-08-01,31.58,0.358,Lahore,Pakistan,31.35N,73.51E
124030,1982-09-01,30.591,0.557,Lahore,Pakistan,31.35N,73.51E
124031,1982-10-01,26.111,0.161,Lahore,Pakistan,31.35N,73.51E
124032,1982-11-01,19.275,0.406,Lahore,Pakistan,31.35N,73.51E
124033,1982-12-01,13.856,0.354,Lahore,Pakistan,31.35N,73.51E
124034,1983-01-01,12.181,0.241,Lahore,Pakistan,31.35N,73.51E
124035,1983-02-01,14.379,0.33,Lahore,Pakistan,31.35N,73.51E
124036,1983-03-01,18.745,0.342,Lahore,Pakistan,31.35N,73.51E
124037,1983-04-01,23.139,0.552,Lahore,Pakistan,31.35N,73.51E
124038,1983-05-01,30.229,0.7140000000000001,Lahore,Pakistan,31.35N,73.51E
124039,1983-06-01,33.256,0.178,Lahore,Pakistan,31.35N,73.51E
